Feature1,Feature2,Feature3,Target
37.454011884736246,34.90808570098726,37.02658576772393,116.56199291507212
95.07143064099162,26.80481831720602,108.38018947567163,516.1315819873703
73.1993941811405,15.476380814316387,174.58916717528166,544.7183586710563
59.86584841970366,40.68975098534743,146.44497728191223,406.7718921405609
15.601864044243651,34.23655862769397,161.31222957228994,353.4137698159145
15.599452033620265,8.130846967244565,131.75667334214347,354.71171842937
5.8083612168199465,45.546359224692125,138.4553129035705,266.7802628982204
86.61761457749351,41.12686214615845,169.83913031306386,566.2994479401559
60.11150117432088,47.4899956645962,49.93360177183719,237.88802869472198
70.80725777960456,36.285975419418,97.88499272862809,386.56402904864746
2.0584494295802447,30.670759796789493,44.241888363920445,80.03691416819886
96.99098521619943,20.912151814530944,197.5336015993294,678.8898024850013
83.24426408004217,46.63642416770066,188.81186793732266,578.964908422499
21.233911067827616,43.30319447502042,7.88536227370118,33.57876911986173
18.182496720710063,2.2609335053094703,141.11503450313768,342.0766900774412
18.34045098534338,1.3183487248626002,185.04966348313317,438.93303068200095
30.42422429595377,18.82316834390248,36.11506902546671,129.87370621001023
52.475643163223786,40.52766653909165,113.5890461105259,342.3384275001644
43.194501864211574,49.363806465747224,183.09765951760838,426.90424832196686
29.122914019804192,7.520844555176409,6.789195717159768,93.11202690273093
61.18528947223795,29.706535767606756,139.484053449368,440.6625839313418
13.949386065204184,19.044542831551077,59.469801474510156,173.10098119247525
29.214464853521815,48.49571989073016,184.8792390753061,418.43304196511707
36.63618432936917,42.105946156785436,194.21164903307354,431.6154227647288
45.606998421703594,41.91643523555689,188.85329782268678,456.8085160085939
78.51759613930136,23.434657989748516,94.84284333149276,424.1980559160901
19.967378215835975,20.74097511688326,172.4085301978627,378.8704214648337
51.42344384136116,13.670353596535312,168.90987970701408,488.2150632933533
59.24145688620425,2.8187748325463557,63.82009464865113,329.38717919246375
4.645041271999773,43.23611881275266,165.78309483013547,286.1219684341867
60.75448519014384,40.64505045650388,7.401526943098524,157.67956636406214
17.052412368729154,49.98588366430653,119.2539756964106,214.6759805787758
6.505159298527952,49.831841853695266,46.00176745754061,47.750735370853974
94.88855372533332,27.771585280131372,24.113377155455762,316.03176657885246
96.56320330745594,38.44937075902553,15.390640325841831,258.90192843253817
80.83973481164611,47.238286494121404,139.25775517562795,476.7844061144181
30.46137691733707,42.482369533870575,67.97499275361322,183.31599497453158
9.767211400638388,12.367405087159883,144.9533543057523,328.94458449893716
68.42330265121569,22.527206765504676,13.071268159788474,220.98034613593694
44.01524937396013,6.457970757574749,63.05806756612207,288.93703356737007
12.203823484477883,47.70255136293612,107.89825847506745,202.73252789888298
49.51769101112702,30.308731722544003,158.14463296779272,432.93815826827165
3.4388521115218396,11.432140275173136,63.750500586413985,142.50380964011805
90.9320402078782,33.58503422029283,125.17827528740182,500.9245903035448
25.87799816000169,30.90641202289479,177.1955496472374,406.3983767950233
66.2522284353982,17.908135901642027,123.17263763646092,438.8486320947116
31.171107608941096,5.677879609981451,46.591894950726754,187.6504179962033
52.00680211778108,33.57865977963998,4.880156311307604,125.46921554323423
54.67102793432797,26.015385045189664,174.01977478018597,471.99047671857596
18.485445552552704,38.61591958678196,4.253882170077428,52.283872765444116
96.95846277645586,26.00817505559967,174.94033453683988,603.0858462887786
77.51328233611146,42.609075015927004,105.7874268054424,389.8075101283901
93.9498941564189,27.595341938724278,187.81353970257925,625.3076399827909
89.48273504276489,28.046898576769312,159.7566471547331,579.3150172267735
59.78999788110851,43.832680132917254,199.58682210666748,528.3703724829041
92.18742350231169,20.17414331061985,70.14236309034203,425.3019128117954
8.84925020519195,6.700761422532037,153.43765778622537,333.2695646905705
19.59828624191452,1.4391338156669486,80.38618272184843,241.593435879297
4.522728891053807,37.75686278368095,95.97512406078177,156.35293482030715
32.53303307632643,31.015477567673233,125.50109264367401,354.25530508141827
38.8677289689482,35.20398840496118,174.73542283726775,415.45407368849567
27.134903177389592,10.648208075445536,196.81669383985903,483.713095752124
82.87375091519293,6.818573779338488,153.65468277290364,575.2094108363599
35.67533266935893,0.7272332833940964,83.55335643346675,299.2488474116916
28.093450968738075,17.529377940329848,84.27140045541404,243.74977202338192
54.26960831582485,29.495884342731653,147.5164603177783,431.6506085729323
14.092422497476264,19.612202254986617,47.755429153660465,129.02699449695643
80.21969807540397,21.873746101186452,22.094822626278933,269.8330903025627
7.455064367977082,45.20793472468742,70.92443152815531,130.8603408251344
98.68869366005173,17.41277335116502,57.44779833081635,438.0003626389106
77.22447692966574,25.69947445799054,59.261624091198016,323.2850905092899
19.87156815341724,39.18265063705715,46.721550209981984,93.73678423094378
0.5522117123602399,19.827139116063506,8.418637927272377,7.428971592261391
81.54614284548342,31.104335011393676,3.574786946682762,263.82713997754
70.68573438476172,43.11818543733726,197.5444779472063,550.4137623731459
72.90071680409874,47.4760311828821,85.55462674717246,363.18410921397896
77.12703466859458,7.353674046451896,76.86532943193633,419.24676401112515
7.4044651734090365,46.32938125807472,135.92945653861398,236.27441308472308
35.84657285442726,24.60581465397691,43.65077757301283,186.4672979161212
11.586905952512971,12.912219414947918,189.99223679004507,439.80281166213524
86.31034258755935,22.956787811913067,157.2690028831104,553.3469356962169
62.329812682755794,49.00162876427385,17.8822004624519,166.19769042522495
33.08980248526492,24.63090469964348,83.51615515698568,240.63014701107124
6.355835028602364,16.437580514375412,175.82366151243295,350.83710637871684
31.09823217156622,31.67004271583629,188.94640445828205,433.9432781815182
32.518332202674706,12.007280938909654,93.48030224997395,268.14557569817373
72.96061783380641,3.7931664054331957,122.68227784214154,479.0679116014409
63.75574713552131,6.443986095532461,33.40678921841504,256.86524223421566
88.72127425763266,6.402291947888622,198.2337252273953,676.5346239827169
47.22149251619493,7.595134675614718,46.33434027668868,219.60202139548565
11.959424593830171,6.941358632470507,188.54635482702514,427.5221489700519
71.3244787222995,32.04373724016073,129.9293297984737,458.2694243277387
76.07850486168974,9.094004219957242,121.54735897577183,447.78319156810517
56.127719756949624,17.28336416619316,102.53770220330172,373.14436597587616
77.0967179954561,44.839420495300594,46.13396234355174,294.71398281762026
49.379559636439076,23.69808201314362,35.305606401101656,185.05815341143705
52.27328293819941,33.37788692605136,44.09724181403507,240.03608785615688
42.75410183585496,8.615993560081492,37.287652428850905,216.19890516563515
2.541912674409519,9.614450940433539,155.91689471335067,314.46267320290343
10.789142699330444,2.043430813323943,70.02505183334603,188.5158493798319
3.142918568673425,8.446753153608228,11.568535312679273,48.270600288792316
63.64104112637804,13.92951695159793,193.82052602816228,578.809980879248
31.435598107632668,8.85052421383734,176.75717699268515,462.6267018742078
50.85706911647028,4.43512668785278,185.55045663904258,523.2093266995263
90.7566473926093,6.03179355503004,198.98156452928706,683.725793264398
24.929222914887493,23.038938401636287,34.77904984389746,108.58164337642826
41.038292303562976,10.316685920289625,79.24840378053175,284.4682646710875
75.55511385430486,18.213493052403773,151.64769514081826,509.0818776439736
22.879816549162246,25.170863542742843,139.20412361075844,318.25845241604287
7.697990982879299,34.51974143146826,30.779181267971012,71.4141209655341
28.9751452913768,1.9656069920549468,163.16662499812355,446.6799271912092
16.122128725400444,39.97051994545213,44.888114367332136,107.32390680629507
92.96976523425731,31.39501947454539,44.76352296452462,324.9591209499144
80.8120379564417,4.087951597443595,107.39488457868272,466.34782888510307
63.34037565104234,43.67893120533886,118.58798696834063,399.87516958148774
87.14605901877177,46.04362002659066,116.01724156756224,446.5329838561524
80.36720768991145,3.0538979927431873,18.297367479550974,327.90545413944693
18.657005888603585,13.843882407360187,175.49217252607608,412.0893066978382
89.25589984899777,40.31006398965307,53.12000851774121,336.4233573453466
53.93422419156507,37.41298451918292,25.902984256560835,172.85241734600498
80.74401551640625,9.226050967818866,177.74961597379544,605.8953156168157
89.60912999234932,10.467466166835514,191.13029964595069,653.0997424729879
31.800347497186387,18.5236051395691,172.42552345309014,443.0883118387147
11.005192452767677,24.226149259551065,161.90321494497562,354.83331811084645
22.793516254194166,30.912738576514798,131.04839612780435,292.3183912457998
42.71077886262563,18.445681978488622,110.17147412182786,320.838267560433
81.80147659224932,23.126735806657393,17.39735198228203,237.96594943477643
